,GC124712,GC124713,GC124714,GC124715,GC124716,GC124717,GC124718,GC124719,GC124720,GC124721,GC124722,GC124723,original_tags
RIL182_02122,7623,6627,9116,7386,5008.001,7709.119,9490,10243.621,13784,6652,4752,7561,"fig|536231.75.peg.2241|RIL182_02122   3'-to-5' oligoribonuclease A, Bacillus type   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02123,1103,797,938,2883.319,2253.483,2997.895,2641,2800.819,4187,1584,788,1495,"fig|536231.75.peg.2242|RIL182_02123   Ribosome-binding factor A   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02124,9694.348,8599,10463,25888.886,21042.516,22387.165,18665.489,31810.666,37336,18954,8655,17619,"fig|536231.75.peg.2243|RIL182_02124   Translation initiation factor 2   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02125,89,67.808,52,931,619,517.028,674.386,1100.357,838,330,107,355.009,"fig|536231.75.peg.2244|RIL182_02125   Ribosomal protein L7Ae family protein YlxQ   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02126,144,98.192,97,468,340,263.972,588.606,800.643,545,206,74,193.991,"fig|536231.75.peg.2245|RIL182_02126   COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02127,3838,2855.385,2901,9868.919,8051.199,7375.226,9657.663,15778.794,14483,6114,1437,5657,"fig|536231.75.peg.2246|RIL182_02127   Transcription termination protein NusA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02128,1550,1181.615,1540,1347.081,686.801,712.774,1700.408,2355.206,1159,459,121,441,"fig|536231.75.peg.2247|RIL182_02128   Bacterial ribosome SSU maturation protein RimP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02132,20139,19714.412,20568,27013,22388,24225,9400,16987,24160,4193,2152,3908,"fig|536231.75.peg.2248|RIL182_02132   Putative FabK-like enoyl-[acyl-carrier-protein] reductase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02133,6152,4546,5100,9192,9345,7208,13076,14695.038,18081,13622,5448,11490,"fig|536231.75.peg.2249|RIL182_02133   UDP-glucose 4-epimerase (EC 5.1.3.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02134,770,541,784,1471,2057,1003,369,656,1120,837,535,521,"fig|536231.75.peg.2250|RIL182_02134   MSM (multiple sugar metabolism) operon regulatory protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02135,8048,8027.025,9405.156,13589.663,13072.646,8199.546,13710.687,16263.108,17732.166,12646,6346,11258.58,"fig|536231.75.peg.2251|RIL182_02135   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02136,201619.133,104894.08,164436.715,63361.092,37765.649,49617.045,405155.462,208131.397,33912.399,10346,12742,26518.559,"fig|536231.75.peg.2252|RIL182_02136   LSU ribosomal protein L20p   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02137,20265.906,12400.001,15161.844,14003.469,15756.328,11476.73,71484.953,32124.822,6406.118,2112.011,1163.426,4338.63,"fig|536231.75.peg.2253|RIL182_02137   LSU ribosomal protein L35p   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02138,36765.842,24830.927,28820.984,54955.542,39793.377,38260.208,79989.515,98085.152,67191.317,28757.989,13267.574,33336.231,"fig|536231.75.peg.2254|RIL182_02138   Translation initiation factor 3   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02139,54488.479,47982.973,52887.985,71804.384,61184.782,62261.005,61328.309,107084.891,150749.308,74656.17,30540,59385.02,"fig|536231.75.peg.2255|RIL182_02139   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02140,35972.443,27203.027,29408.264,32232.703,55461.498,37247.995,30961.344,41223.329,29992.92,10792.83,4875,10026.98,"fig|536231.75.peg.2256|RIL182_02140   Positive regulator of CheA protein activity (CheW)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02141,893,561,593,1002,275,742,676,1648.062,2610,995,369,508,"fig|536231.75.peg.2257|RIL182_02141   FIG00031715: Predicted metal-dependent phosphoesterases (PHP family)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02142,697,551,589,1598,895,1235,1327,2665,3783,1284,360,937,"fig|536231.75.peg.2258|RIL182_02142   Putative uncharacterized protein BCG_3875c   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02143,1595,1437,1901,5582,6107,5673,3612,9473.002,14341,5525,1725,4699,"fig|536231.75.peg.2259|RIL182_02143   Polyphosphate kinase (EC 2.7.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02144,1010,874,868,3365,3672,3018,2513.017,6818,10309,3672,1178,3128,"fig|536231.75.peg.2260|RIL182_02144   Exopolyphosphatase (EC 3.6.1.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02145,1776.006,1531,1829,4511,3685,3290,3336,6943.143,10116,2735,857,3199,"fig|536231.75.peg.2261|RIL182_02145   protein of unknown function DUF815   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02146,1412,1255,1570,3293,1976,1814,2197,4134,4436,1301,409,1342,"fig|536231.75.peg.2262|RIL182_02146   Chorismate mutase I (EC 5.4.99.5) / Prephenate dehydratase (EC 4.2.1.51)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02147,2260,1668,1400,9012,3686,5731,2881,5733,8830,4949,1475,3333,"fig|536231.75.peg.2263|RIL182_02147   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02148,8751,7649,10373.004,17677,15560,14734,11954.002,25629.721,35760,19208,7994,15660,"fig|536231.75.peg.2264|RIL182_02148   DNA polymerase III polC-type (EC 2.7.7.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02149,1696,1712,1851,2591,2928,2596.532,2780.043,5728,8174,4454,1552,3801,"fig|536231.75.peg.2265|RIL182_02149   (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02150,703,649,623,1841,1793,1349,1985,4549.377,4316,2468,517,1976,"fig|536231.75.peg.2266|RIL182_02150   Membrane-associated zinc metalloprotease   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02151,898,786,797,2824,1957,1987,2391,5556.112,6611,4035,880,3401,"fig|536231.75.peg.2267|RIL182_02151   1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02152,890,796,766,1850,2191,1640,1989,4759,4076,2398,693,1776,"fig|536231.75.peg.2268|RIL182_02152   Phosphatidate cytidylyltransferase (EC 2.7.7.41)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02153,587,601,608,631,625,576,1617,2509,3100,1510,275,1309,"fig|536231.75.peg.2269|RIL182_02153   Undecaprenyl diphosphate synthase (EC 2.5.1.31)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02154,16406,12985,14224,14008,11154,14054.878,13607.742,20126.552,13708,6791,4082,7690,"fig|536231.75.peg.2270|RIL182_02154   Ribosome recycling factor   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02155,7844.195,6686,8379,14742,13013,12227,10890.139,18011,23159,11654,6174,10328,"fig|536231.75.peg.2271|RIL182_02155   Uridylate kinase (EC 2.7.4.22)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02156,8570,8468,9419,14170,9301,8148,12771.865,18281.734,17784,9603,4334,8876,"fig|536231.75.peg.2272|RIL182_02156   Polymer-forming bactofilin   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02157,2236,1625,1684,5594,2525,2247.122,4961,9301,5955,2536,753,2325,"fig|536231.75.peg.2273|RIL182_02157   Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02158,104,87,106,360,255,165,73,143,196,201,60,232,"fig|536231.75.peg.2274|RIL182_02158   Protein of unknown function DUF368   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02159,183.085,179,140,361,171,267,240,252,356,285,44,157,"fig|536231.75.peg.2275|RIL182_02159   Sodium-dependent phosphate transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02160,112,138,79,270,317,254,136,200,242,98,31,115,"fig|536231.75.peg.2276|RIL182_02160   Family 13 glycosyl hydrolase, row 724   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.2277   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",8,8,5,3,0,10,12,11,61,38,34,32,"fig|536231.75.peg.2277   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02161,427,202,249,737,354,614,501,790,1184,1288,532,896,"fig|536231.75.peg.2278|RIL182_02161   Transcriptional regulator, AraC family   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.2279   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",158,125,206,191,248,223,390,302,86,62,86,89,"fig|536231.75.peg.2279   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02162,7012.771,6245,7849,10401,16669,14484,31566.751,23978.006,9078,5698,3376,7199,"fig|536231.75.peg.2280|RIL182_02162   Integrase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02163,558,419,388,1075,1197.043,823.454,1571.002,1044.286,504,1257,702,977,"fig|536231.75.peg.2281|RIL182_02163   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02164,165,122,147,159,291.957,119.546,208.222,120.714,23.013,98,80,89,"fig|536231.75.peg.2282|RIL182_02164   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02165,380,229,312,931,441,384,729,834,718,999,524,803,"fig|536231.75.peg.2283|RIL182_02165   Transcriptional regulator, Xre family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02166,21979,15608.791,22701.97,4094,8121,2756,8243.978,6128,2235,721,877,1224,"fig|536231.75.peg.2284|RIL182_02166   Transcriptional regulator, Xre family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02167,7,9,1,0,24,3,4,5,9,0,0,25,"fig|536231.75.peg.2285|RIL182_02167   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02168,1903.815,1750.362,2766.88,1802.402,1351.761,1182.308,2853.485,2424.316,305,39,86,170,"fig|536231.75.peg.2286|RIL182_02168   fragment of DAK2 domain   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02169,2072.701,1621.638,2005.12,4314.598,13037.239,6301.692,4545.647,4058.684,2458,744,430,1157,"fig|536231.75.peg.2287|RIL182_02169   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02170,10040,7596,6898.451,25295,23270,20481,58432.892,57989.066,43183,20144,5456,18604,"fig|536231.75.peg.2288|RIL182_02170   Translation elongation factor Ts   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02171,32362,23154.051,25382.39,31447,33652,27074,59370.653,60197.029,35676,13158.584,4509,14394,"fig|536231.75.peg.2289|RIL182_02171   SSU ribosomal protein S2p (SAe)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02172,884,601,557,726,1112,1030,1574,2068,3465,1312,347,1009,"fig|536231.75.peg.2290|RIL182_02172   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02173,706,539,519,1772.117,2195.48,1085.341,1643.007,2962,3556,1501,388,1205,"fig|536231.75.peg.2291|RIL182_02173   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02174,247.599,210.028,163.128,1187.738,1211.528,1002.657,986.195,2579.978,2242.963,731.435,48,630,"fig|536231.75.peg.2292|RIL182_02174   FIG01019966: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02175,1520.401,1165.972,944.872,3787.145,4487.991,3779.002,5367.798,12280.159,14002.037,5058.565,618,3893,"fig|536231.75.peg.2293|RIL182_02175   RNA polymerase sigma factor for flagellar operon   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02176,95,68.175,74,362.182,185.446,238.865,543.012,1223.42,1581,398,61,343,"fig|536231.75.peg.2294|RIL182_02176   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02177,446.154,317.933,317.097,868.111,565.554,589.405,1276.771,2546.295,2753.209,997,138,752.547,"fig|536231.75.peg.2295|RIL182_02177   Chemotaxis protein CheD   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02178,3879.229,3201.14,3207.903,5675.334,9545.934,6532.453,6917.445,16469.433,27576.262,10096,3002,8369.453,"fig|536231.75.peg.2296|RIL182_02178   Chemotaxis protein CheC -- inhibitor of MCP methylation   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02179,3360.09,3280.999,3992.43,6712.06,10312.082,5861.531,5858.275,10154.895,16932.992,5560.666,1489,5482.504,"fig|536231.75.peg.2297|RIL182_02179   Positive regulator of CheA protein activity (CheW)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02180,33634.565,28818.914,35702.57,42043.313,37211.572,35664.378,39650.042,73913.185,103534.316,38916.334,20431,40432.496,"fig|536231.75.peg.2298|RIL182_02180   Signal transduction histidine kinase CheA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02181,12472,8738,7407,21052,25577,19431.368,11391,36628.691,61173,19225,5872,15610,"fig|536231.75.peg.2299|RIL182_02181   Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02182,3537,2600,3214,3448,4458,3958,6375.243,6952,8028,4067,1125,4023,"fig|536231.75.peg.2300|RIL182_02182   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02183,1750,1326,2110,4033,4100,4339,5146.136,10275,11984,5918,1808,5101,"fig|536231.75.peg.2301|RIL182_02183   Flagellar synthesis regulator FleN   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02184,4514,3821,4894,9748,9817,8499,10617.4,17112.554,19340,9822,3205,8688,"fig|536231.75.peg.2302|RIL182_02184   Flagellar biosynthesis protein FlhF   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02185,4589,3892,4204,11960,12594,10192,11427,21629,31709,14635,4174,12738,"fig|536231.75.peg.2303|RIL182_02185   Flagellar biosynthesis protein FlhA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02186,2000,1590,2157,1852,1868,1900,5100.368,6882,8804,3366,1200,3686,"fig|536231.75.peg.2304|RIL182_02186   Flagellar biosynthesis protein FlhB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02187,3992.459,3036.821,4196.847,2425.734,2819.444,2584.029,8985.322,10977.522,14171.149,6473.886,1991.362,6288.343,"fig|536231.75.peg.2305|RIL182_02187   Flagellar biosynthesis protein FliR   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02188,1224.541,856.179,1131.993,938.266,1199.556,1309.971,2132.677,3197.438,5463.851,3002.114,563.638,2550.657,"fig|536231.75.peg.2306|RIL182_02188   Flagellar biosynthesis protein FliQ   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02189,2567.232,2153.718,2148.956,5195.431,6936.589,5778.723,7060.111,13170.555,17997.242,9468.291,2875.849,7679.253,"fig|536231.75.peg.2307|RIL182_02189   Flagellar biosynthesis protein FliP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02190,4449.768,3405.539,3114.573,4547.031,11805.739,6927.784,7082.801,6702.871,4906.758,2080.709,844.151,2061.747,"fig|536231.75.peg.2308|RIL182_02190   Flagellar biosynthesis protein FliO   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02191,13186,9297.744,9628.632,4249.856,5049.672,4149.493,16194.061,12436.582,3802,1433,397,1897,"fig|536231.75.peg.2309|RIL182_02191   Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02192,4606,4051.106,3599,12703.682,8950,11165,18244,35367.787,38048,17620,3497,14902,"fig|536231.75.peg.2310|RIL182_02192   Flagellar motor switch protein FliN   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02193,15591,13657,16644,21141,24683,19263,28271.452,33129.336,26269,13898,7419,15000,"fig|536231.75.peg.2311|RIL182_02193   Flagellar motor switch protein FliM   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02194,4290,3046,2897,3679,3234,3678,11118,17247.276,18216,9159,2272,8362,"fig|536231.75.peg.2312|RIL182_02194   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02195,9233,7731.976,9767.002,10766,11231,10830,19391,22079.778,21763,11648,5548,10971,"fig|536231.75.peg.2313|RIL182_02195   Flagellar motor rotation protein MotB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02196,7171,5533.004,5716,10902.608,13580.732,9645.157,15048.934,24381.99,18341,9118,2385,8603.575,"fig|536231.75.peg.2314|RIL182_02196   Flagellar motor rotation protein MotA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02197,177,159.996,157.28,323.674,198.268,180.91,650.276,637.247,979,460,85,611.425,"fig|536231.75.peg.2315|RIL182_02197   Flagellar protein FlbD   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02198,48918.039,38558.586,45740.398,49755.411,67312.561,63910.31,82273.409,109103.376,161542.126,96455.044,44824.952,86311.284,"fig|536231.75.peg.2316|RIL182_02198   Flagellar hook protein FlgE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02199,1670.004,1339.071,1138.473,5710.848,3099.837,4951.463,6000.042,10926.216,16804.874,8683.956,2939.048,6647.716,"fig|536231.75.peg.2317|RIL182_02199   Flagellar operon protein CA_C2155   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02200,2517,2197.343,1800.866,16352.168,6843.602,11969.16,15757.003,25899.127,38407,17201.468,3178,13616,"fig|536231.75.peg.2318|RIL182_02200   Flagellar basal-body rod modification protein FlgD   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02201,8674,7591,7515,35648.014,42440,33485,26245,53742.711,69773,35195,11624,26025,"fig|536231.75.peg.2319|RIL182_02201   Flagellar hook-length control protein FliK   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02202,846,543,646,2844,1728,1812,3523.079,6151,5918,2853,803,2586,"fig|536231.75.peg.2320|RIL182_02202   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02203,2426.588,1827.998,1936.759,6460.63,7576.99,8491.96,8514.184,12670.287,11006.908,5487.071,1785,5115.16,"fig|536231.75.peg.2321|RIL182_02203   Flagellar protein FliJ   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02204,3379.412,2529.002,2829.241,10166.37,12040.01,8940.04,12697.734,23566.273,24804.092,15365.929,4112,12601.84,"fig|536231.75.peg.2322|RIL182_02204   Flagellum-specific ATP synthase FliI   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02205,6473,5382,7908,13136,16657,11129,12984.072,16320.339,14242,7619,2909,8111,"fig|536231.75.peg.2323|RIL182_02205   Flagellar assembly protein FliH   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02206,2484,1921,1830,11428.88,9170,6755,10968.073,22325.836,28951,17335,4080,13312,"fig|536231.75.peg.2324|RIL182_02206   Flagellar motor switch protein FliG   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02207,4763,3613,3711,13221.728,12500.016,9284.693,16064.462,28476.271,32830,20168,5245,15586,"fig|536231.75.peg.2325|RIL182_02207   Flagellar M-ring protein FliF   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02208,168,96,55,854.758,937.554,287.342,1027.13,1317.814,833,468,77,401,"fig|536231.75.peg.2326|RIL182_02208   Flagellar hook-basal body complex protein FliE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02209,431,347,261,1456.539,973.43,408.964,2207.099,2728.483,1335,769,157,781,"fig|536231.75.peg.2327|RIL182_02209   Flagellar basal-body rod protein FlgC   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02210,840,540,580,535.975,585,491,1431.575,1418.703,1102,516,225,391,"fig|536231.75.peg.2328|RIL182_02210   Flagellar basal-body rod protein FlgB   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.2329   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,7,10,4,0,10,19,"fig|536231.75.peg.2329   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02211,48967.194,34499.756,41716.652,43056,64418,40953,105669.598,86882.47,24528,4819,4420,11146,"fig|536231.75.peg.2330|RIL182_02211   GTP-sensing transcriptional pleiotropic repressor CodY   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02212,4864,4039.052,6132,10260.002,10027,7527,13646.073,15135.072,8701,5344,2093,4744,"fig|536231.75.peg.2331|RIL182_02212   DNA topoisomerase I (EC 5.99.1.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02213,112,94,104,282,317,192,169,260,221,107,79,55,"fig|536231.75.peg.2332|RIL182_02213   Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02214,1821,1342,1408,2008,1386,790,1070,2241,2010,441,182,230,"fig|536231.75.peg.2333|RIL182_02214   AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination   [Roseburia intestinalis L1-82 | 536231.75]
"
