,GC124670,GC124671,GC124672,GC124673,GC124674,GC124675,GC124676,GC124677,GC124678,original_tags
RIL182_02052,1186.022,1056,571,932,809,330,1095,726,1082,"fig|536231.75.peg.2169|RIL182_02052   Tetracycline resistance, ribosomal protection type = Tet(O)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02053,0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.2170|RIL182_02053   Maff2 family protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02054,88.246,60.181,45.678,43.243,36.224,57.189,210,164,209.02,"fig|536231.75.peg.2171|RIL182_02054   TrsK-like protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02055,7,2,0,2,3,0,49,28,37.389,"fig|536231.75.peg.2172|RIL182_02055   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02056,0,0,0,0,0,0,0,0,3.416,"fig|536231.75.peg.2173|RIL182_02056   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02057,28142.949,39044.118,14991,5611,15538.274,5487,251,245,784.584,"fig|536231.75.peg.2174|RIL182_02057   Class-II lysyl-tRNA synthetase domain protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02058,9,9,0,0,5,15,22,0,5,"fig|536231.75.peg.2175|RIL182_02058   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02059,46.907,108.915,121,27,49,26,41,58.485,81,"fig|536231.75.peg.2176|RIL182_02059   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02060,68.093,72.085,47,21,27,28,29,41.515,29,"fig|536231.75.peg.2177|RIL182_02060   Replication initiation protein A   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02061,9,14,30,21,6,2,7,0,6,"fig|536231.75.peg.2178|RIL182_02061   Chromosome (plasmid) partitioning protein ParB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02062,18,17,0,5,5,6,14,31,15,"fig|536231.75.peg.2179|RIL182_02062   Chromosome (plasmid) partitioning protein ParA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02063,3,0,0,0,0,0,0,0,0,"fig|536231.75.peg.2180|RIL182_02063   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02064,23,4,7,0,2,4,0,35,20,"fig|536231.75.peg.2181|RIL182_02064   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02065,7,8,9,0,1,0,11,9,0,"fig|536231.75.peg.2182|RIL182_02065   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.2183   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.2183   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02066,211,135,116,221,93,250,299,329,472,"fig|536231.75.peg.2184|RIL182_02066   Putative outer membrane protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02068,479,775,207,167,358,197,156,105,161,"fig|536231.75.peg.2185|RIL182_02068   FIG01020117: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02069,3327,1937,1568,1939,2301.086,1206.025,1551,1818,2252,"fig|536231.75.peg.2186|RIL182_02069   S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02070,12775.02,7322,5972,7868,8964,5361,11181,10398,14967,"fig|536231.75.peg.2187|RIL182_02070   Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02071,4803.191,3272.047,2481,2099.023,2601,1711,3038,2566,3876,"fig|536231.75.peg.2188|RIL182_02071   Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02072,2929,2518,1573,1848,2392,1732,1437,978,1493,"fig|536231.75.peg.2189|RIL182_02072   Ribonuclease BN   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02073,5010,4214,1907,3756,4223,2797,1401,1267,2227.126,"fig|536231.75.peg.2190|RIL182_02073   SPOIID HOMOLOG   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02074,2387.252,2107,736,1661,1434,799,1561,1878,2721,"fig|536231.75.peg.2191|RIL182_02074   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02075,205658.735,150685.988,104716.041,213769.721,136834.541,139117.424,324610,270838,424272.783,"fig|536231.75.peg.2192|RIL182_02075   Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02076,5517.681,4187,2303,4358,3703,3486,3170,3689,4979,"fig|536231.75.peg.2193|RIL182_02076   Methyl-accepting chemotaxis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02077,9258.579,8547.129,6057,7048.804,6476.734,5611,3729.022,4708.272,8064.731,"fig|536231.75.peg.2194|RIL182_02077   domain of unknown function DUF1745   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02078,367.458,225.235,87,415.196,321.266,227,508.978,291.728,510.269,"fig|536231.75.peg.2195|RIL182_02078   Cytidine deaminase (EC 3.5.4.5)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02079,3677.054,2675,1822,1453,1131,893,1592,1756,3118,"fig|536231.75.peg.2196|RIL182_02079   Citrate synthase (si) (EC 2.3.3.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02080,2128,1529,753,3437,2327,2137,3923,3301,4707,"fig|536231.75.peg.2197|RIL182_02080   Two-component system sensor histidine kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02081,1042,804,407,1885,1420.104,1216,1100,1187,1978,"fig|536231.75.peg.2198|RIL182_02081   Phosphate regulon transcriptional regulatory protein PhoB (SphR)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02082,28,19,7,48,37,26,0,14,14,"fig|536231.75.peg.2199|RIL182_02082   FIG01020128: hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02083,4228.476,3128.475,1883.054,8252.268,6266.01,3441.758,2099.691,2530.394,4227.594,"fig|536231.75.peg.2200|RIL182_02083   Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02084,10832.785,9230.813,6799.946,17284.091,12811.686,10646.301,8559.309,8071.606,12837.406,"fig|536231.75.peg.2201|RIL182_02084   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02085,23127.012,18082.927,10913,21886.148,17125,13261,16907,15100,21675,"fig|536231.75.peg.2202|RIL182_02085   Threonine synthase (EC 4.2.3.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02086,1161.003,1055,578,1101,841,815,818,940,1640,"fig|536231.75.peg.2203|RIL182_02086   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02087,4478,3222,2016,5753,4435,5284,3789,3491,6056,"fig|536231.75.peg.2204|RIL182_02087   Methyl-accepting chemotaxis protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.2205   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,1,1,0,0,0,0,0,0,"fig|536231.75.peg.2205   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02088,7664.484,9064.929,4026,10120,8562,4698.052,4360,4775,7637,"fig|536231.75.peg.2206|RIL182_02088   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02089,18381.317,18372.11,11492,58206.746,39989.052,80039,26455,23948,33736,"fig|536231.75.peg.2207|RIL182_02089   Electron transport complex protein RnfB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02090,10752.634,10854.346,7641.464,34458.948,20384.078,44842,13335,11028,17534,"fig|536231.75.peg.2208|RIL182_02090   Electron transport complex protein RnfA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02091,9354.213,7721.569,6402,35565,19099,48386.116,11439,13210,19854,"fig|536231.75.peg.2209|RIL182_02091   Electron transport complex protein RnfE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02092,6202.529,5248.287,3844,22876.279,12959.834,30891,5892,6613,11049,"fig|536231.75.peg.2210|RIL182_02092   Electron transport complex protein RnfG   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02093,12316.707,9977,7521,50371,25713.851,62227.955,20507,23383,37930.459,"fig|536231.75.peg.2211|RIL182_02093   Electron transport complex protein RnfD   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02094,21156.516,16437.013,10962,74241.454,37962.32,71754.686,41204,39776,61509.541,"fig|536231.75.peg.2212|RIL182_02094   Electron transport complex protein RnfC   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02095,1988.077,2172,1337,1393,1666,1186,548,721,906,"fig|536231.75.peg.2213|RIL182_02095   Possible elongation subunit of DNA-dependent DNA polymerase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02096,5780.444,7016,3771,7787,7921.082,11504.004,3014,2777,4396,"fig|536231.75.peg.2214|RIL182_02096   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02097,19596.035,17812.082,12766,22408.87,20122.03,19408,21315,20350,30332,"fig|536231.75.peg.2215|RIL182_02097   Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02098,63745.935,48113.063,23376,89177.885,75095.499,46943,60918,59298,88716,"fig|536231.75.peg.2216|RIL182_02098   SSU ribosomal protein S1p   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02099,6237.087,7422,3072,8724.333,9571,4464,2939,3352,7337,"fig|536231.75.peg.2217|RIL182_02099   4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02100,3938,2754,1904,2598,2384,2026,2587,2117,3681,"fig|536231.75.peg.2218|RIL182_02100   Cytidylate kinase (EC 2.7.4.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02101,5914.004,4195.001,2830,3854,4156,3136,3621,2832,6005,"fig|536231.75.peg.2219|RIL182_02101   Uncharacterized flavin-containing protein YtfP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02102,3220.473,2496,1729,2817,2573,1858,1319,901,1888,"fig|536231.75.peg.2220|RIL182_02102   Transcriptional regulator, RpiR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02103,1914,1833,822,2886,2213.006,4036,1650,1880,2745,"fig|536231.75.peg.2221|RIL182_02103   Efflux ABC transporter, permease/ATP-binding protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02104,59833.229,50868.705,34536,49943.9,50869.024,44479,35704,39258,59912,"fig|536231.75.peg.2222|RIL182_02104   Oxaloacetate decarboxylase alpha chain (EC 4.1.1.3); Methylmalonyl-CoA decarboxylase alpha chain (EC 4.1.1.41)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02105,57129.25,38656.786,31379.522,57190.872,46542.237,65113.813,41862.395,44110.151,68515.808,"fig|536231.75.peg.2223|RIL182_02105   Oxaloacetate decarboxylase beta chain (EC 4.1.1.3) @ Methylmalonyl-CoA decarboxylase, beta chain (EC 4.1.1.41)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02106,5934.9,4431.343,2490.478,4895.603,4858.214,5138.98,2193.457,2107.21,3130.865,"fig|536231.75.peg.2224|RIL182_02106   Biotin carboxyl carrier protein = methylmalonyl-CoA decarboxylase; Biotin carboxyl carrier protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02107,34232.244,31875.748,18948,26549.918,32153.514,30926.145,12897.148,13435.639,23449.526,"fig|536231.75.peg.2225|RIL182_02107   Methylmalonyl-CoA decarboxylase, delta-subunit (EC 4.1.1.41)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02108,97628.143,85565.983,53581,66703.678,79214.008,64650,32943,34668,51805,"fig|536231.75.peg.2226|RIL182_02108   Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02109,752,591.13,374,222,393,244,364,248,425,"fig|536231.75.peg.2227|RIL182_02109   D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02110,1656,1139,552,617,749,533,324,450,522,"fig|536231.75.peg.2228|RIL182_02110   Segregation and condensation protein B   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02111,2262,1460,776,921,1039,808,1213,1489,1879,"fig|536231.75.peg.2229|RIL182_02111   Segregation and condensation protein A   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.2230   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",27,20,15,11,21,13,27,73,19,"fig|536231.75.peg.2230   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02112,9,14,18,3,5,0,21,28,6,"fig|536231.75.peg.2231|RIL182_02112   D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02113,9930.018,8552,5977,7239,7662,8528,6685,6711,10631,"fig|536231.75.peg.2232|RIL182_02113   Cardiolipin synthase, bacterial type ClsA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02114,160,152,96,85.009,171,37,207,206,202,"fig|536231.75.peg.2233|RIL182_02114   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02115,5934,3988,2885,3306,3141,2082,3391,4298,6347,"fig|536231.75.peg.2234|RIL182_02115   protein of unknown function DUF1538   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02116,1756.98,1086,771,533,670,342,727,694,1063,"fig|536231.75.peg.2235|RIL182_02116   Putative regulatory protein, P-II family / Putative regulatory protein, P-II family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02117,33428.786,21324.042,13380,29296.413,34802.328,19140,24690,24872,41662,"fig|536231.75.peg.2236|RIL182_02117   Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02118,213477.37,375196.47,232764.982,58585.976,159657.499,62896,11715,15931,39538,"fig|536231.75.peg.2237|RIL182_02118   SSU ribosomal protein S15p (S13e)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02119,19195.672,16669.667,9844,29273,51513.573,38357,11608,10193,19843,"fig|536231.75.peg.2238|RIL182_02119   putative lipoprotein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02120,4716.32,3639.001,2448,2531,3305,3298,3092,2894,4745,"fig|536231.75.peg.2239|RIL182_02120   FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02121,2992,2209,1539,1543,1832,1775,2708,2526,4162,"fig|536231.75.peg.2240|RIL182_02121   tRNA pseudouridine(55) synthase (EC 5.4.99.25)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02122,14315.295,12135.102,8700,6056,7333,5960,6581.309,5974,10447.211,"fig|536231.75.peg.2241|RIL182_02122   3'-to-5' oligoribonuclease A, Bacillus type   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02123,3143.777,2695.446,1583,1815,1881,1282,2992.691,2383,3919.789,"fig|536231.75.peg.2242|RIL182_02123   Ribosome-binding factor A   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02124,33725.657,22423.969,14607,16095.177,16141,11703,30657,30632,44651,"fig|536231.75.peg.2243|RIL182_02124   Translation initiation factor 2   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02125,826.025,636.006,239,557,508.291,412,486,499.134,1050.012,"fig|536231.75.peg.2244|RIL182_02125   Ribosomal protein L7Ae family protein YlxQ   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02126,564.975,489.73,165,302,396.709,369,191,247.866,466.988,"fig|536231.75.peg.2245|RIL182_02126   COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02127,13046.587,8694.999,5021,8570.644,8859.994,7083,6225.164,7330.634,9729.128,"fig|536231.75.peg.2246|RIL182_02127   Transcription termination protein NusA   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02128,1621.463,1520.001,861,1313.38,1386.006,1411,454.836,571.366,1381.872,"fig|536231.75.peg.2247|RIL182_02128   Bacterial ribosome SSU maturation protein RimP   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02132,13590.79,10791.119,3436,37106.914,37507.9,16323,18735,14956,21357.322,"fig|536231.75.peg.2248|RIL182_02132   Putative FabK-like enoyl-[acyl-carrier-protein] reductase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02133,8093,6791,4148,11799.746,6831,9608,10942,10112,14375,"fig|536231.75.peg.2249|RIL182_02133   UDP-glucose 4-epimerase (EC 5.1.3.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02134,2004,1191,1195,1384,831,876,4468,3377,5889,"fig|536231.75.peg.2250|RIL182_02134   MSM (multiple sugar metabolism) operon regulatory protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02135,3632.101,3268.016,2064,1899,1890,1071,4324.069,3647,5597.646,"fig|536231.75.peg.2251|RIL182_02135   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02136,76561.6,109600.101,33951,12083.303,29276.325,17567.383,2364.068,2252.301,4211.859,"fig|536231.75.peg.2252|RIL182_02136   LSU ribosomal protein L20p   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02137,17437.734,25916.632,6190.696,3139.263,5849.819,4620.337,1870.272,1488.95,2385.595,"fig|536231.75.peg.2253|RIL182_02137   LSU ribosomal protein L35p   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02138,44923.045,35373.012,15964.304,19953.706,21251.537,15391.28,15832.591,16732.749,23591.063,"fig|536231.75.peg.2254|RIL182_02138   Translation initiation factor 3   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02139,79465.534,65418.696,45233.208,113106.63,90062.314,116757.454,83955.903,83254.188,125582.089,"fig|536231.75.peg.2255|RIL182_02139   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02140,42879.631,52135.614,29505.792,31364.032,39726.387,44282.904,10158.097,10381.808,14687.477,"fig|536231.75.peg.2256|RIL182_02140   Positive regulator of CheA protein activity (CheW)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02141,1182.011,648,564,1091,891.227,826,1753,1792,3723,"fig|536231.75.peg.2257|RIL182_02141   FIG00031715: Predicted metal-dependent phosphoesterases (PHP family)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02142,2225,1786,1000,3352,2335,1874,1582,1323,2286,"fig|536231.75.peg.2258|RIL182_02142   Putative uncharacterized protein BCG_3875c   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02143,8019.031,5691,3570,11097,8079,7002.203,11418,10771,17153,"fig|536231.75.peg.2259|RIL182_02143   Polyphosphate kinase (EC 2.7.4.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02144,5397.03,3622,2471,6646,5093,3813,4675,4244,5743,"fig|536231.75.peg.2260|RIL182_02144   Exopolyphosphatase (EC 3.6.1.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02145,5128.481,4361,3180,5381.125,4811,3528,1816,1795,3009,"fig|536231.75.peg.2261|RIL182_02145   protein of unknown function DUF815   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02146,3464.001,3249.001,1780,2914,2617,1751,1795,1545,2207,"fig|536231.75.peg.2262|RIL182_02146   Chorismate mutase I (EC 5.4.99.5) / Prephenate dehydratase (EC 4.2.1.51)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02147,3612.163,2931,1523,11584.564,6518,5664.037,5471,6146,10565,"fig|536231.75.peg.2263|RIL182_02147   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02148,22370.725,16805.387,10773,24425,17861.798,17113.303,20667,19481,28851,"fig|536231.75.peg.2264|RIL182_02148   DNA polymerase III polC-type (EC 2.7.7.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02149,4398.135,3325.041,2062,5504,3532,4447.034,3620,3389,5391,"fig|536231.75.peg.2265|RIL182_02149   (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02150,2375.177,2041,1028,3676,2328,3756,2800,2641,4206,"fig|536231.75.peg.2266|RIL182_02150   Membrane-associated zinc metalloprotease   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02151,3787.261,2815,1276,5170,3094,3964,4758,4797,7130,"fig|536231.75.peg.2267|RIL182_02151   1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02152,2696,2128,998,3974,2354,3943,5595,4966,6319,"fig|536231.75.peg.2268|RIL182_02152   Phosphatidate cytidylyltransferase (EC 2.7.7.41)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_02153,1341,1175,747,1489,1060,1297,1073,1306,2597,"fig|536231.75.peg.2269|RIL182_02153   Undecaprenyl diphosphate synthase (EC 2.5.1.31)   [Roseburia intestinalis L1-82 | 536231.75]
"
