,GC124688,GC124689,GC124690,GC124691,GC124692,GC124693,GC124694,GC124695,GC124696,original_tags
RIL182_01730,13,13,7,3,0,9,6,2,0,"fig|536231.75.peg.1833|RIL182_01730   Transcription termination protein NusB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01731,663,535,642,446,356,388,525,315,282,"fig|536231.75.peg.1834|RIL182_01731   Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01732,44,21,31,55,52,16,3,14,0,"fig|536231.75.peg.1835|RIL182_01732   Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01733,526,455,555,352,414,452,519,155,287,"fig|536231.75.peg.1836|RIL182_01733   (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01734,1219,800,988,694,785,691,2382,872,619,"fig|536231.75.peg.1837|RIL182_01734   1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01735,401,347,398,403,490,377,512,382,432,"fig|536231.75.peg.1838|RIL182_01735   RNA binding methyltransferase FtsJ like   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01736,346.545,270,374,338,343,284,300,324,236,"fig|536231.75.peg.1839|RIL182_01736   NAD kinase (EC 2.7.1.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01737,60.455,45,70,56,36,32,73,34,0,"fig|536231.75.peg.1840|RIL182_01737   Arginine pathway regulatory protein ArgR, repressor of arg regulon   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01738,1118,930,1147,2094,1649,865,1811,1057,1336,"fig|536231.75.peg.1841|RIL182_01738   DNA repair protein RecN   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01739,1,7,1,9,0,0,20,31,20,"fig|536231.75.peg.1842|RIL182_01739   Stage IV sporulation protein B   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01740,738,483,514,673,730,522,947,513,447,"fig|536231.75.peg.1843|RIL182_01740   GGDEF domain protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01741,147,99,107,151,142,49,247,51,123,"fig|536231.75.peg.1844|RIL182_01741   Stage 0 sporulation two-component response regulator (Spo0A)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01742,416,309,389,456,407,410,271,206,255,"fig|536231.75.peg.1845|RIL182_01742   Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01743,111,59,148,96,92,79,164,107,111,"fig|536231.75.peg.1846|RIL182_01743   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01744,91,92,165,152,143,63,114,101,120,"fig|536231.75.peg.1847|RIL182_01744   Spermidine/putrescine import ABC transporter substrate-binding protein PotD (TC 3.A.1.11.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01745,55,55,106,141,79,73,66,81,85,"fig|536231.75.peg.1848|RIL182_01745   Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01746,74,101,80,46,61,40,37,37,38,"fig|536231.75.peg.1849|RIL182_01746   Spermidine/putrescine import ABC transporter permease protein PotB (TC 3.A.1.11.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01747,128,90,112,56,53,33,364,99,93,"fig|536231.75.peg.1850|RIL182_01747   Spermidine/putrescine import ABC transporter ATP-binding protein PotA (TC 3.A.1.11.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01748,79,47,54,145,120,79,538,197,141,"fig|536231.75.peg.1851|RIL182_01748   Transcriptional regulator, MerR family, near polyamine transporter   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01750,279,147,202,13,21,0,120,9,39,"fig|536231.75.peg.1852|RIL182_01750   Uridine kinase (EC 2.7.1.48)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01751,472,315,336,157,221,198,198,250,181,"fig|536231.75.peg.1853|RIL182_01751   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01753,4,0,1,0,0,0,0,11,0,"fig|536231.75.peg.1854|RIL182_01753   Sulfur carrier protein ThiS   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1855   Thiazole synthase (EC 2.8.1.10)   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.1855   Thiazole synthase (EC 2.8.1.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01754,134,73,159,62,68,47,215,83,143,"fig|536231.75.peg.1856|RIL182_01754   Thiazole synthase (EC 2.8.1.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01755,228,147,244,256,268,215,473,164,225,"fig|536231.75.peg.1857|RIL182_01755   2-iminoacetate synthase (ThiH) (EC 4.1.99.19)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01756,37,20,34,36,23,18,42,48,21,"fig|536231.75.peg.1858|RIL182_01756   Thiazole tautomerase TenI (EC 5.3.99.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01757,2745,2288,2307,3407,2407,1857,1663,2050,2370,"fig|536231.75.peg.1859|RIL182_01757   Septum site-determining protein MinC   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01758,2370.064,1513,1704.002,2734.869,1480,1329,6246.839,3151.487,2764,"fig|536231.75.peg.1860|RIL182_01758   Septum site-determining protein MinD   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01759,151.936,90,101.998,337.131,45,54,920.161,258.513,258,"fig|536231.75.peg.1861|RIL182_01759   Cell division topological specificity factor MinE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01760,184,132,110,250,135,187,455,199,160,"fig|536231.75.peg.1862|RIL182_01760   Cystathionine beta-lyase (EC 4.4.1.8)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01761,44,43,46,30,67,35,42,16,52,"fig|536231.75.peg.1863|RIL182_01761   Exodeoxyribonuclease III (EC 3.1.11.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01762,0,1,0,0,0,0,0,0,0,"fig|536231.75.peg.1864|RIL182_01762   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01763,283,190,185,358,288,221,889,281,219,"fig|536231.75.peg.1865|RIL182_01763   probable electron transfer protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01764,29,31,30,26,15,10,32,29,13,"fig|536231.75.peg.1866|RIL182_01764   ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01765,13,7,1,8,30,9,38,54,14,"fig|536231.75.peg.1867|RIL182_01765   ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01766,89,45,37,130,34,60,361,243,121,"fig|536231.75.peg.1868|RIL182_01766   ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1869   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.1869   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01767,53,58,24,18,23,10,34,47,16,"fig|536231.75.peg.1870|RIL182_01767   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01768,299,235,258,308,217,170,194,162,143,"fig|536231.75.peg.1871|RIL182_01768   beta-galactosidase (EC 3.2.1.23)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01769,171,139,135,131,73,109,214,118,72,"fig|536231.75.peg.1872|RIL182_01769   alpha-L-fucosidase (EC 3.2.1.51)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01770,784,581,530,563,410,347,898,469,553,"fig|536231.75.peg.1873|RIL182_01770   Two-component system sensor histidine kinase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01771,1058,573,444,966,359,318,3826,1059,572,"fig|536231.75.peg.1874|RIL182_01771   ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01772,207,143,154,132,147,97,340,230,331,"fig|536231.75.peg.1875|RIL182_01772   Cobyric acid synthase (EC 6.3.5.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01773,311,323,340,295,213,315,372,140,248,"fig|536231.75.peg.1876|RIL182_01773   Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01774,161,99,144,173,132,138,438,131,131,"fig|536231.75.peg.1877|RIL182_01774   Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01775,76,68,72,82,48,49,76,35,12,"fig|536231.75.peg.1878|RIL182_01775   Cobalamin synthase (EC 2.7.8.26)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01776,39,13.547,37.44,34,11.998,11,22,0,12,"fig|536231.75.peg.1879|RIL182_01776   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01777,62,45.453,91.56,101,84.002,45,118,14,18,"fig|536231.75.peg.1880|RIL182_01777   Phosphoglycerate/bisphosphoglycerate mutase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01778,110,66,140,105,60,66,147,89,64,"fig|536231.75.peg.1881|RIL182_01778   Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01779,5,2,19,7,5,0,35,0,0,"fig|536231.75.peg.1882|RIL182_01779   Nitroimidazole resistance protein NimB   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01780,892,524,527,309,170,87,1394,381,298,"fig|536231.75.peg.1883|RIL182_01780   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01781,607.387,510.303,501.515,479.986,479.543,342,1241.611,168.71,245.6,"fig|536231.75.peg.1884|RIL182_01781   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01782,1050.613,825.697,834.485,1054.014,535.457,544,1757.389,472.29,645.4,"fig|536231.75.peg.1885|RIL182_01782   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01783,341,206,192,470,380,283,1291,244,239,"fig|536231.75.peg.1886|RIL182_01783   Epoxyqueuosine reductase (EC 1.17.99.6) QueH   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01784,1025,735,778,786,656,640,1361,475,550,"fig|536231.75.peg.1887|RIL182_01784   Argininosuccinate lyase (EC 4.3.2.1)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01785,3626,2785,2914,2892,2570,2247,3503,2273,2009,"fig|536231.75.peg.1888|RIL182_01785   Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01786,233,218,200,210,212,145,424,109,130,"fig|536231.75.peg.1889|RIL182_01786   archaeal ATPase, fused to C-terminal DUF234 domain   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01787,569,487,525,537,389,406,928,600,431,"fig|536231.75.peg.1890|RIL182_01787   DNA topoisomerase III (EC 5.99.1.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01788,730,516,577,411,347,234,492,317,403,"fig|536231.75.peg.1891|RIL182_01788   Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01789,1354,1011,1357,2047,1323,1373,1663,1423,1092,"fig|536231.75.peg.1892|RIL182_01789   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01790,593,450,559,923,587,658,846,431,367,"fig|536231.75.peg.1893|RIL182_01790   IG hypothetical protein 16680   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01791,6496,4438,4766,4601,4860,3677,2614,2608,2771,"fig|536231.75.peg.1894|RIL182_01791   no significant homology.   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01792,11186,6235,7169,6913,5522,4124,9209,7090,5111,"fig|536231.75.peg.1895|RIL182_01792   no significant homology.   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1896   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.1896   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01793,320,223,270,411,317,293,391,204,288,"fig|536231.75.peg.1897|RIL182_01793   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01794,22,11,26,10,26,12,61,6,44,"fig|536231.75.peg.1898|RIL182_01794   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01795,730,672.614,675,978,516,611,1023,527,679,"fig|536231.75.peg.1899|RIL182_01795   Phage infection protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01796,22.711,26.386,23.535,44,38,22.551,327.428,46.139,20,"fig|536231.75.peg.1900|RIL182_01796   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01797,549.716,364.444,514.676,524,398,343.449,1184.572,375.861,241,"fig|536231.75.peg.1901|RIL182_01797   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01798,10.572,4.556,8.789,0,0,7,13,0,0,"fig|536231.75.peg.1902|RIL182_01798   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01799,1003,693,679,668,312,333,1745,837,625,"fig|536231.75.peg.1903|RIL182_01799   Acetolactate synthase small subunit (EC 2.2.1.6)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01800,4238,3821,4106,2122,1781,1652,3055,1107,1036,"fig|536231.75.peg.1904|RIL182_01800   Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1905   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",4,1,3,11,0,0,0,0,0,"fig|536231.75.peg.1905   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1906   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,1,0,0,0,0,0,7,0,"fig|536231.75.peg.1906   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01801,1471,1046,1215,1401,1068,1107,445,1203,924,"fig|536231.75.peg.1907|RIL182_01801   Leucyl-tRNA synthetase (EC 6.1.1.4)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01802,117,87,93,120,97,101,208,92,42,"fig|536231.75.peg.1908|RIL182_01802   Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01803,44,61,45,79,38,62,125,38,16,"fig|536231.75.peg.1909|RIL182_01803   Transcriptional regulator, LysR family   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01804,145.043,123,101,83,61,160,287.462,125,75,"fig|536231.75.peg.1910|RIL182_01804   3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01805,78.957,51,52,124,72,92,700.538,29,96,"fig|536231.75.peg.1911|RIL182_01805   3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1912   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.1912   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01806,12,9,16,13,9,0,2,20,15,"fig|536231.75.peg.1913|RIL182_01806   Two-component response regulator yesN   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01807,42,34,35,109,31,123,86,61,29,"fig|536231.75.peg.1914|RIL182_01807   1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01808,79,41,56,85,100,109,252,158,189,"fig|536231.75.peg.1915|RIL182_01808   beta-galactoside ABC tramsporter, substrate-binding protein LacE   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01809,18,9,0,29,2,23,2,0,46,"fig|536231.75.peg.1916|RIL182_01809   beta-galactoside ABC tramsporter, permease protein LacF   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01810,19,17,11,72,17,12,32,38,11,"fig|536231.75.peg.1917|RIL182_01810   beta-galactoside ABC tramsporter, permease protein LacG   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01811,33.879,2,8,11,20,24,19,0,39,"fig|536231.75.peg.1918|RIL182_01811   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01812,63.121,59,36,337,190,77,322,185,443,"fig|536231.75.peg.1919|RIL182_01812   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01813,95,73,77,33,50,25,174,0,0,"fig|536231.75.peg.1920|RIL182_01813   FAD:protein FMN transferase (EC 2.7.1.180)   [Roseburia intestinalis L1-82 | 536231.75]
"
"fig|536231.75.peg.1921   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
",0,0,0,0,0,0,0,0,0,"fig|536231.75.peg.1921   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01815,362,263,259,123,87,64,167,159,103,"fig|536231.75.peg.1923|RIL182_01815   Glutamate 5-kinase (EC 2.7.2.11)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01816,55.057,37.356,26.238,41.869,16,58,6,0,28,"fig|536231.75.peg.1924|RIL182_01816   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01817,194.943,149.644,134.762,112.131,80,40,115,119,72,"fig|536231.75.peg.1925|RIL182_01817   5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01818,882,662,623,562,388,328,421,417,393,"fig|536231.75.peg.1926|RIL182_01818   Gamma-glutamyl phosphate reductase (EC 1.2.1.41)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01819,662.686,481,547,237,293,266,614,322,305,"fig|536231.75.peg.1927|RIL182_01819   tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01820,21.574,17.594,21.917,12,20,14,25.985,13.376,5,"fig|536231.75.peg.1928|RIL182_01820   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01821,138.462,106.406,126.083,102,78,23,79.015,58.624,67,"fig|536231.75.peg.1929|RIL182_01821   Heptaprenyl diphosphate synthase component I (EC 2.5.1.30)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01822,93.277,48,105,38,24,34,45,40,0,"fig|536231.75.peg.1930|RIL182_01822   Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01823,291.393,254,277.402,301,223.8,200,148,192,63,"fig|536231.75.peg.1931|RIL182_01823   Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01824,239.607,138,170.598,170,88.2,43,217,71,96,"fig|536231.75.peg.1932|RIL182_01824   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01825,2053,1263,1376,1112,840,650,1355,976,716,"fig|536231.75.peg.1933|RIL182_01825   Uncharacterized protease CPF_2136   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01826,1134,863,865,603,354,447,832,477,333,"fig|536231.75.peg.1934|RIL182_01826   FtsW-like cell division membrane protein CA_C0505   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01827,936,678,857,627,529,422,408,597,429,"fig|536231.75.peg.1935|RIL182_01827   FtsI-like cell elongation transpeptidase   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01828,237.515,110,211.316,305.81,122,143,335.355,67,73,"fig|536231.75.peg.1936|RIL182_01828   Diadenosine hexaphosphate (Ap6A) hydrolase; Bis(5'-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01829,329.897,188,236.684,386.815,238,298.612,772.723,238.713,375.586,"fig|536231.75.peg.1937|RIL182_01829   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01830,1587.517,1058,1177.111,1717.375,1319,1079.388,2479.507,1188.287,1550.414,"fig|536231.75.peg.1938|RIL182_01830   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01831,604.071,316,407.889,333,188,196,992.416,239,111,"fig|536231.75.peg.1939|RIL182_01831   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01832,1,1,0,0,0,0,0,0,0,"fig|536231.75.peg.1940|RIL182_01832   hypothetical protein   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01833,355,342,368,268,240,242,347,121,176,"fig|536231.75.peg.1941|RIL182_01833   predicted 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)   [Roseburia intestinalis L1-82 | 536231.75]
"
RIL182_01834,693,619,648,565,476,599,1846,358,474,"fig|536231.75.peg.1942|RIL182_01834   4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)   [Roseburia intestinalis L1-82 | 536231.75]
"
